trainerID,place,pokename,pokelevel,type1,type2,hp,maxhp,attack,defense,spatk,spdef,speed
9731,1,Golbat,53,Poison,Flying,161,161,108,98,92,103,119
9731,2,Vulpix,52,Fire,None,120,120,66,65,75,91,91
9732,0,Budew,42,Grass,Poison,100,100,45,49,62,78,66
9733,0,Blitzle,13,Electric,None,39,39,25,18,22,18,29
9734,0,Seadra,63,Water,None,164,164,109,147,147,84,134
9734,1,Pupitar,63,Rock,Ground,183,183,133,115,109,115,91
9734,2,Dragonair,63,Dragon,None,172,172,133,109,115,115,115
9735,0,Paras,64,Bug,Grass,141,141,117,98,85,98,60
9736,0,Patrat,17,Normal,None,48,48,29,24,23,24,25
9737,0,Pidove,12,Normal,Flying,38,38,22,21,17,16,19
9737,1,Roggenrola,12,Rock,None,39,39,27,29,15,15,12
9738,0,Patrat,12,Normal,None,37,37,22,18,17,18,19
9738,1,Purrloin,12,Dark,None,36,36,21,18,21,18,25
9739,0,Weedle,63,Bug,Poison,146,146,71,65,52,52,90
9739,1,Kakuna,63,Bug,Poison,152,152,59,90,59,59,71
9739,2,Beedrill,63,Bug,Poison,177,177,141,78,84,128,122
9740,0,Lillipup,15,Normal,None,43,43,28,23,17,23,26
9740,1,Lillipup,15,Normal,None,43,43,28,23,17,23,26
9740,2,Lillipup,15,Normal,None,43,43,28,23,17,23,26
9741,0,Woobat,13,Psychic,Flying,41,41,21,20,23,20,28
9742,0,Pidove,16,Normal,Flying,47,47,28,26,22,20,24
9742,1,Purrloin,16,Dark,None,44,44,26,22,26,22,31
9743,0,Dunsparce,63,Normal,None,221,221,115,115,109,109,84
9743,1,Luvdisc,63,Water,None,149,149,65,96,78,109,149
9743,2,Delibird,63,Ice,Flying,152,152,96,84,109,84,122
9744,0,Munna,17,Psychic,None,58,58,19,26,33,29,19
9745,0,Zubat,60,Poison,Flying,139,139,80,68,62,74,92
9745,1,Doduo,60,Normal,Flying,133,133,128,80,68,68,116
9745,2,Slugma,60,Fire,None,139,139,74,74,110,74,50
9745,3,Poochyena,60,Dark,None,133,133,92,68,62,62,68
9745,4,Electrike,60,Electric,None,139,139,80,74,104,74,104
9745,5,Nosepass,60,Rock,None,127,127,80,188,80,134,62
9746,0,Rhyperior,45,Ground,Rock,174,174,147,138,70,70,57
9747,0,Scrafty,65,Dark,Fighting,182,182,145,177,86,177,103
9747,1,Cofagrigus,65,Ghost,None,173,173,93,216,151,164,67
9747,2,Reuniclus,65,Psychic,None,241,241,112,125,190,138,67
9748,0,Beautifly,44,Bug,Flying,122,122,82,64,108,64,78
9748,1,Dustox,44,Bug,Poison,122,122,64,82,64,100,78
9749,0,Seadra,60,Water,None,157,157,104,140,140,80,128
9749,1,Shelgon,60,Dragon,None,169,169,140,146,98,86,86
9749,2,Dragonair,60,Dragon,None,164,164,127,104,110,110,110
9750,0,Litwick,35,Ghost,Fire,92,92,38,56,63,56,31
9751,0,Foongus,27,Grass,Poison,83,83,44,39,44,44,22
9751,1,Karrablast,27,Bug,None,73,73,55,39,36,39,47
9752,0,Pansear,9,Fire,None,31,31,17,16,17,16,19
9753,0,Panpour,9,Water,None,31,31,17,16,17,16,19
9754,0,Pansage,9,Grass,None,31,31,17,16,17,16,19
9755,0,Natu,61,Psychic,Flying,141,141,87,81,112,81,112
9755,1,Xatu,61,Psychic,Flying,172,172,118,112,142,112,142
9755,2,Fearow,61,Normal,Flying,172,172,136,106,101,101,148
9756,0,Venonat,60,Bug,Poison,163,163,92,86,74,92,80
9756,1,Yanma,60,Bug,Flying,169,169,104,80,116,80,140
9756,2,Venomoth,60,Bug,Poison,175,175,104,98,134,116,134
9757,0,Deerling,27,Normal,Grass,79,79,47,41,36,41,55
9757,1,Shelmet,27,Bug,None,73,73,36,60,36,49,28
9758,0,Skiploom,61,Grass,Flying,160,160,81,87,81,106,124
9758,1,Jumpluff,61,Grass,Flying,184,184,94,112,94,142,161
9758,2,Bellossom,61,Grass,None,184,184,124,142,136,148,87
9759,0,Oddish,60,Grass,Poison,145,145,86,92,116,104,62
9759,1,Tangela,60,Grass,None,169,169,92,164,146,74,98
9759,2,Bellossom,60,Grass,None,181,181,122,140,134,146,86
9760,0,Eevee,17,Normal,None,51,51,29,28,26,33,29
9760,1,Herdier,17,Normal,None,55,55,38,33,23,33,31
9761,0,Igglybuff,63,Normal,Fairy,209,209,65,46,78,52,46
9761,1,Lickilicky,63,Normal,None,234,234,134,147,128,147,90
9762,0,Luvdisc,60,Water,None,143,143,62,92,74,104,143
9762,1,Lickitung,60,Normal,None,199,199,92,116,98,116,62
9763,0,Panpour,9,Water,None,31,31,17,16,17,16,19
9764,0,Pansage,9,Grass,None,31,31,17,16,17,16,19
9765,0,Pansear,9,Fire,None,31,31,17,16,17,16,19
9766,0,Shroomish,63,Grass,None,171,171,78,103,78,103,71
9766,1,Tangrowth,63,Grass,None,221,221,153,185,166,90,90
9767,0,Geodude,10,Rock,Ground,31,31,24,28,14,14,12
9768,0,Shroomish,16,Grass,None,50,50,23,29,23,29,21
9768,1,Beautifly,16,Bug,Flying,50,50,33,26,42,26,31
9769,0,Ralts,10,Psychic,Fairy,29,29,13,13,17,15,16
9770,0,Ralts,14,Psychic,Fairy,36,36,17,17,22,19,21
9771,0,Kirlia,26,Psychic,Fairy,65,65,32,32,48,42,40
9772,0,Kirlia,32,Psychic,Fairy,77,77,38,38,58,51,48
9772,1,Meditite,30,Fighting,Psychic,68,68,39,48,39,48,51
9773,0,Gardevoir,48,Psychic,Fairy,140,140,84,84,142,132,99
9773,1,Medicham,47,Fighting,Psychic,130,130,78,92,78,92,97
9773,2,Bisharp,46,Dark,Steel,132,132,136,113,76,85,85
9774,0,Shroomish,8,Grass,None,30,30,14,17,14,17,13
9774,1,Whismur,8,Normal,None,31,31,16,11,16,11,12
9775,0,Shroomish,12,Grass,None,40,40,18,23,18,23,17
9775,1,Whismur,12,Normal,None,41,41,21,14,21,14,16
9776,0,Breloom,24,Grass,Fighting,71,71,76,52,42,42,47
9776,1,Loudred,24,Normal,None,82,82,47,34,47,34,36
9777,0,Breloom,31,Grass,Fighting,89,89,96,65,53,53,59
9777,1,Loudred,31,Normal,None,104,104,60,42,60,42,45
9778,0,Breloom,47,Grass,Fighting,130,130,144,97,78,78,87
9778,1,Dewgong,47,Water,Ice,158,158,87,97,87,111,87
9778,2,Loudred,47,Normal,None,152,152,88,62,88,62,67
9779,0,Goldeen,17,Water,None,48,48,33,31,23,28,32
9780,0,Oddish,17,Grass,Poison,48,48,28,29,36,33,21
9781,0,Ralts,19,Psychic,Fairy,46,46,21,21,28,25,27
9782,0,Umbreon,50,Dark,None,173,173,88,133,83,153,88
9782,1,Steelix,50,Steel,Ground,153,153,108,223,78,88,53
9782,2,Donphan,50,Ground,None,168,168,143,143,83,83,73
9782,3,Sneasel,50,Dark,Ice,133,133,118,78,58,98,138
9782,4,Scizor,50,Bug,Steel,148,148,153,123,78,103,88
9782,5,Golem,50,Rock,Ground,158,158,143,153,78,88,68
9783,0,Mareep,5,Electric,None,22,22,10,10,13,11,10
9783,1,Ekans,5,Poison,None,20,20,12,11,10,12,12
9783,2,Natu,5,Psychic,Flying,20,20,11,11,13,11,13
9783,3,Growlithe,5,Fire,None,22,22,13,11,13,11,12
9783,4,Smoochum,5,Ice,Psychic,21,21,9,8,15,13,13
9783,5,Larvitar,5,Rock,Ground,21,21,13,11,11,11,10
9784,0,Pichu,5,Electric,None,18,18,10,8,10,10,12
9784,1,Chikorita,5,Grass,None,21,21,11,13,11,13,11
9784,2,Cleffa,5,Fairy,None,21,21,9,9,11,12,8
9784,3,Marill,5,Water,Fairy,23,23,8,11,8,11,10
9784,4,Vulpix,5,Fire,None,20,20,10,10,11,13,13
9784,5,Sentret,5,Normal,None,20,20,11,10,10,11,8
9785,0,Chansey,50,Normal,None,328,328,28,28,58,128,73
9785,1,Ledyba,50,Bug,Flying,118,118,43,53,63,103,78
9785,2,Elekid,50,Electric,None,123,123,86,60,88,78,118
9785,3,Clefairy,50,Fairy,None,148,148,68,71,83,88,58
9785,4,Ledian,50,Bug,Flying,133,133,58,73,78,133,108
9785,5,Blissey,50,Normal,None,333,333,33,33,98,158,78
9786,0,Mawile,50,Steel,Fairy,128,128,108,108,78,78,73
9786,1,Yanma,50,Bug,Flying,143,143,88,68,98,68,118
9786,2,Lairon,50,Steel,Rock,138,138,113,163,73,73,63
9786,3,Mothim,50,Bug,Flying,148,148,117,73,117,73,89
9786,4,Delcatty,50,Normal,None,148,148,88,88,78,78,93
9788,0,Magnemite,28,Electric,Steel,62,62,34,54,68,45,40
9788,1,Voltorb,28,Electric,None,70,70,31,43,45,45,71
9788,2,Magneton,28,Electric,Steel,76,76,48,68,82,54,54
9789,0,Grimer,26,Poison,None,86,86,55,40,35,40,27
9789,1,Weezing,26,Poison,None,79,79,61,76,58,50,45
9789,2,Koffing,26,Poison,None,66,66,48,63,45,37,32
9789,3,Weezing,26,Poison,None,79,79,61,76,58,50,45
9790,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9790,1,Weezing,29,Poison,None,87,87,67,85,64,56,50
9791,0,Electrode,33,Electric,None,94,94,49,63,69,69,109
9792,0,Magneton,26,Electric,Steel,71,71,45,63,76,50,50
9792,1,Magnemite,26,Electric,Steel,58,58,32,50,63,42,37
9792,2,Koffing,26,Poison,None,66,66,48,63,45,37,32
9792,3,Weezing,26,Poison,None,79,79,61,76,58,50,45
9793,0,Voltorb,25,Electric,None,64,64,29,39,41,41,64
9793,1,Koffing,25,Poison,None,64,64,46,61,44,36,31
9793,2,Magneton,25,Electric,Steel,69,69,44,61,74,49,49
9793,3,Magnemite,25,Electric,Steel,56,56,31,49,61,41,36
9793,4,Koffing,25,Poison,None,64,64,46,61,44,36,31
9794,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9794,1,Muk,29,Poison,None,110,110,76,58,53,73,44
9795,0,Grimer,29,Poison,None,95,95,61,44,38,44,29
9795,1,Electrode,29,Electric,None,84,84,44,56,61,61,96
9796,0,Voltorb,28,Electric,None,70,70,31,43,45,45,71
9796,1,Magneton,28,Electric,Steel,76,76,48,68,82,54,54
9796,2,Koffing,28,Poison,None,70,70,51,68,48,40,34
9797,0,Magnemite,29,Electric,Steel,63,63,35,56,70,47,41
9797,1,Koffing,29,Poison,None,72,72,53,70,50,41,35
9798,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9798,1,Weezing,29,Poison,None,87,87,67,85,64,56,50
9799,0,Magnemite,33,Electric,Steel,71,71,39,63,79,53,46
9799,1,Magneton,33,Electric,Steel,87,87,56,79,96,63,63
9799,2,Voltorb,33,Electric,None,81,81,36,49,53,53,82
9800,0,Magnemite,34,Electric,Steel,73,73,41,64,81,54,47
9800,1,Electrode,34,Electric,None,97,97,51,64,71,71,112
9801,0,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9801,1,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9801,2,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9802,0,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9802,1,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9802,2,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9803,0,Ditto,24,Normal,None,65,65,36,36,36,36,36
9804,0,Porygon,30,Normal,None,89,89,51,57,66,60,39
9805,0,Koffing,22,Poison,None,57,57,41,54,39,32,28
9805,1,Koffing,22,Poison,None,57,57,41,54,39,32,28
9806,0,Magneton,26,Electric,Steel,71,71,45,63,76,50,50
9806,1,Magnemite,26,Electric,Steel,58,58,32,50,63,42,37
9806,2,Koffing,26,Poison,None,66,66,48,63,45,37,32
9806,3,Weezing,26,Poison,None,79,79,61,76,58,50,45
9807,0,Magnemite,33,Electric,Steel,71,71,39,63,79,53,46
9807,1,Magneton,33,Electric,Steel,87,87,56,79,96,63,63
9807,2,Voltorb,33,Electric,None,81,81,36,49,53,53,82
9808,0,Grimer,26,Poison,None,86,86,55,40,35,40,27
9808,1,Weezing,26,Poison,None,79,79,61,76,58,50,45
9808,2,Koffing,26,Poison,None,66,66,48,63,45,37,32
9808,3,Weezing,26,Poison,None,79,79,61,76,58,50,45
9809,0,Voltorb,28,Electric,None,70,70,31,43,45,45,71
9809,1,Magneton,28,Electric,Steel,76,76,48,68,82,54,54
9809,2,Koffing,28,Poison,None,70,70,51,68,48,40,34
9810,0,Voltorb,46,Electric,None,109,109,49,67,72,72,113
9810,1,Electrode,46,Electric,None,127,127,67,85,95,95,150
9810,2,Magnemite,46,Electric,Steel,95,95,53,85,108,72,62
9810,3,Magneton,46,Electric,Steel,118,118,76,108,131,85,85
9810,4,Porygon,46,Normal,None,132,132,76,85,99,90,58
9811,0,Magnemite,34,Electric,Steel,73,73,41,64,81,54,47
9811,1,Electrode,34,Electric,None,97,97,51,64,71,71,112
9812,0,Magnemite,28,Electric,Steel,62,62,34,54,68,45,40
9812,1,Voltorb,28,Electric,None,70,70,31,43,45,45,71
9812,2,Magneton,28,Electric,Steel,76,76,48,68,82,54,54
9813,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9813,1,Weezing,29,Poison,None,87,87,67,85,64,56,50
9814,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9814,1,Muk,29,Poison,None,110,110,76,58,53,73,44
9815,0,Grimer,29,Poison,None,95,95,61,44,38,44,29
9815,1,Electrode,29,Electric,None,84,84,44,56,61,61,96
9816,0,Electrode,33,Electric,None,94,94,49,63,69,69,109
9817,0,Voltorb,25,Electric,None,64,64,29,39,41,41,64
9817,1,Koffing,25,Poison,None,64,64,46,61,44,36,31
9817,2,Magneton,25,Electric,Steel,69,69,44,61,74,49,49
9817,3,Magnemite,25,Electric,Steel,56,56,31,49,61,41,36
9817,4,Koffing,25,Poison,None,64,64,46,61,44,36,31
9818,0,Electrode,29,Electric,None,84,84,44,56,61,61,96
9818,1,Weezing,29,Poison,None,87,87,67,85,64,56,50
9819,0,Magnemite,29,Electric,Steel,63,63,35,56,70,47,41
9819,1,Koffing,29,Poison,None,72,72,53,70,50,41,35
9820,0,Misdreavus,100,Ghost,None,266,266,161,161,211,211,211
9821,0,Kadabra,37,Psychic,None,89,89,44,40,107,70,96
9822,0,Kadabra,23,Psychic,None,59,59,29,27,68,45,61
9823,0,Kadabra,35,Psychic,None,85,85,42,38,101,66,91
9823,1,Kadabra,35,Psychic,None,85,85,42,38,101,66,91
9824,0,Abra,19,Psychic,None,45,45,19,17,51,32,46
9824,1,Kadabra,19,Psychic,None,51,51,25,23,57,38,51
9825,0,Kadabra,30,Psychic,None,74,74,36,33,87,57,78
9825,1,Kadabra,28,Psychic,None,70,70,34,31,82,54,73
9826,0,Kadabra,40,Psychic,None,96,96,47,43,115,75,103
9826,1,Kadabra,36,Psychic,None,87,87,43,39,104,68,93
9827,0,Alakazam,53,Psychic,None,140,140,77,71,167,124,151
9827,1,Alakazam,53,Psychic,None,140,140,77,71,167,124,151
9828,0,Kadabra,21,Psychic,None,55,55,27,25,62,41,56
9829,0,Kadabra,15,Psychic,None,42,42,20,19,46,31,41
9830,0,Porygon2,42,Normal,None,138,138,87,95,108,99,70
9831,0,Kadabra,27,Psychic,None,68,68,33,30,79,52,71
9832,0,Kirlia,40,Psychic,Fairy,94,94,47,47,71,63,59
9832,1,Kadabra,40,Psychic,None,96,96,47,43,115,75,103
9833,0,Magnemite,30,Electric,Steel,65,65,36,57,72,48,42
9833,1,Kadabra,26,Psychic,None,66,66,32,29,76,50,68
9834,0,Magnemite,36,Electric,Steel,76,76,43,68,86,57,50
9834,1,Kadabra,32,Psychic,None,79,79,38,35,93,61,83
9835,0,Magneton,46,Electric,Steel,118,118,76,108,131,85,85
9835,1,Kadabra,42,Psychic,None,100,100,49,45,120,78,108
9836,0,Magneton,55,Electric,Steel,139,139,90,129,156,101,101
9836,1,Alakazam,51,Psychic,None,135,135,74,69,161,120,145
9837,0,Kadabra,30,Psychic,None,74,74,36,33,87,57,78
9838,0,Kadabra,20,Psychic,None,53,53,26,24,60,40,54
9839,0,Ninetales,50,Fire,None,151,151,99,98,104,123,123
9840,0,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9840,1,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9840,2,Magnemite,27,Electric,Steel,60,60,33,52,66,44,39
9841,0,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9841,1,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9841,2,Magnemite,20,Electric,Steel,47,47,26,40,50,34,30
9842,0,Magmar,50,Fire,None,143,143,118,80,123,108,116
9843,0,Arcanine,50,Fire,None,168,168,133,103,123,103,118
9844,0,Ditto,24,Normal,None,65,65,36,36,36,36,36
9845,0,Koffing,22,Poison,None,57,57,41,54,39,32,28
9845,1,Koffing,22,Poison,None,57,57,41,54,39,32,28
9846,0,Porygon,30,Normal,None,89,89,51,57,66,60,39
9847,0,Skorupi,64,Poison,Bug,148,148,92,143,66,98,111
9847,1,Swalot,64,Poison,None,225,225,121,134,121,134,98
9848,0,Poliwhirl,63,Water,None,177,177,109,109,90,90,141
9848,1,Musharna,63,Psychic,None,241,241,96,134,162,147,64
9848,2,Parasect,63,Bug,Grass,171,171,147,128,103,128,65
9849,0,Jigglypuff,64,Normal,Fairy,244,244,85,53,85,60,53
9849,1,Musharna,64,Psychic,None,245,245,98,136,165,149,65
9850,0,Magnezone,50,Electric,Steel,148,148,93,138,153,113,83
9851,0,Klink,34,Steel,None,83,83,54,64,47,58,37
9851,1,Klang,34,Steel,None,97,97,71,81,64,75,51
9852,0,Musharna,64,Psychic,None,245,245,98,136,165,149,65
9852,1,Stantler,64,Normal,None,190,190,149,107,136,111,136
9853,0,Deerling,27,Normal,Grass,79,79,47,41,36,41,55
9854,0,Drowzee,63,Psychic,None,171,171,88,84,81,141,80
9854,1,Musharna,63,Psychic,None,241,241,96,134,162,147,64
9854,2,Hypno,63,Psychic,None,202,202,119,115,119,172,112
9855,0,Klink,29,Steel,None,72,72,47,56,41,50,32
9856,0,Garbodor,35,Poison,None,113,113,84,75,59,75,70
9857,0,Klink,29,Steel,None,72,72,47,56,41,50,32
9858,0,Roggenrola,19,Rock,None,56,56,40,44,21,21,17
9859,0,Deerling,27,Normal,Grass,79,79,47,41,36,41,55
9860,0,Klink,29,Steel,None,72,72,47,56,41,50,32
9861,0,Munna,20,Psychic,None,67,67,22,30,39,34,21
9862,0,Herdier,17,Normal,None,55,55,38,33,23,33,31
9863,0,Amoonguss,62,Grass,Poison,235,235,132,114,132,126,64
9863,1,Ekans,62,Poison,None,137,137,101,81,76,94,95
9863,2,Seviper,62,Poison,None,184,184,151,101,151,101,107
9863,3,Grimer,62,Poison,None,193,193,126,89,76,89,58
9864,0,Stunky,64,Poison,Dark,177,177,108,88,80,80,122
9864,1,Muk,64,Poison,None,231,231,162,124,111,156,92
9865,0,Sewaddle,20,Bug,Grass,55,55,33,40,28,36,29
9866,0,Deerling,27,Normal,Grass,79,79,47,41,36,41,55
9867,0,Skorupi,61,Poison,Bug,141,141,87,136,63,94,106
9867,1,Swalot,61,Poison,None,214,214,116,128,116,128,94
9868,0,Gastly,63,Ghost,Poison,133,133,71,65,153,71,128
9868,1,Skuntank,63,Poison,Dark,225,225,144,112,117,104,133
9869,0,Klang,63,Steel,None,171,171,128,147,115,134,90
9869,1,Porygon,63,Normal,None,177,177,103,115,134,122,78
9870,0,Grimer,17,Poison,None,60,60,38,28,24,28,19
9871,0,Magnemite,17,Electric,Steel,41,41,23,34,43,29,26
9872,0,Deerling,28,Normal,Grass,81,81,48,43,37,43,57
9873,0,Joltik,32,Bug,Electric,85,85,46,48,53,48,58
9873,1,Golbat,32,Poison,Flying,101,101,67,61,58,64,74
9874,0,Venipede,17,Bug,Poison,43,43,26,31,21,24,30
9874,1,Koffing,17,Poison,None,46,46,33,43,31,26,23
9875,0,Gulpin,60,Poison,None,175,175,78,90,78,90,74
9875,1,Garbodor,60,Poison,None,187,187,140,125,98,125,116
9875,2,Magnezone,60,Electric,Steel,175,175,110,164,182,134,98
9876,0,Shelmet,27,Bug,None,73,73,36,60,36,49,28
9876,1,Karrablast,27,Bug,None,73,73,55,39,36,39,47
9877,0,Magneton,30,Electric,Steel,80,80,51,72,87,57,57
9878,0,Stunky,61,Poison,Dark,169,169,103,84,76,76,117
9878,1,Muk,61,Poison,None,221,221,155,118,106,148,87
9879,0,Grimer,18,Poison,None,63,63,40,29,25,29,20
9880,0,Weezing,61,Poison,None,172,172,136,173,130,112,100
9880,1,Heliolisk,59,Electric,Normal,163,163,91,87,154,137,154
9881,0,Muk,62,Poison,None,224,224,157,120,107,151,89
9882,0,Elgyem,60,Psychic,None,157,157,92,92,128,92,62
9882,1,Klinklang,60,Steel,None,163,163,146,164,110,128,134
9883,0,Muk,43,Poison,None,158,158,110,84,76,106,63
9883,1,Magnezone,44,Electric,Steel,131,131,82,122,135,100,73
9884,0,Porygon,28,Normal,None,84,84,48,54,62,57,37
9884,1,Magneton,29,Electric,Steel,78,78,50,70,85,56,56
9885,0,Ditto,58,Normal,None,144,144,81,81,81,81,81
9885,1,Porygon-Z,59,Normal,None,190,190,120,108,185,114,132
9886,0,Muk,33,Poison,None,124,124,86,66,59,82,49
9887,0,Archen,20,Rock,Flying,59,59,57,30,41,30,40
9887,1,Shieldon,20,Rock,Steel,49,49,29,59,29,47,24
9888,0,Shellder,100,Water,None,206,206,171,241,131,91,121
9888,1,Vulpix,100,Fire,None,222,222,123,121,141,171,171
9888,2,Tangela,100,Grass,None,276,276,151,271,241,121,161
9888,3,Tentacool,100,Water,Poison,226,226,121,111,141,241,181
9888,4,Bellsprout,100,Grass,Poison,246,246,191,111,181,101,121
9888,5,Dratini,100,Dragon,None,228,228,169,131,141,141,141
9889,0,Jigglypuff,100,Normal,Fairy,376,376,131,81,131,91,81
9889,1,Pikachu,100,Electric,None,216,216,151,121,141,141,221
9889,2,Oddish,100,Grass,Poison,236,236,141,151,191,171,101
9889,3,Tentacool,100,Water,Poison,226,226,121,111,141,241,181
9889,4,Meowth,100,Normal,None,226,226,131,111,121,121,221
9889,5,Dratini,100,Dragon,None,228,228,169,131,141,141,141
9890,0,Staryu,100,Water,None,206,206,131,151,181,151,211
9890,1,Kadabra,100,Psychic,None,226,226,111,101,281,181,251
9890,2,Porygon,100,Normal,None,276,276,161,181,211,191,121
9890,3,Chansey,100,Normal,None,646,646,51,51,111,251,141
9890,4,Venusaur,100,Grass,Poison,306,306,205,207,241,241,201
9890,5,Exeggcute,100,Grass,Psychic,266,266,121,201,161,131,121
9891,0,Dragonair,100,Dragon,None,268,268,209,171,181,181,181
9891,1,Tangela,100,Grass,None,276,276,151,271,241,121,161
9891,2,Weepinbell,100,Grass,Poison,276,276,221,141,211,131,151
9891,3,Ponyta,100,Fire,None,246,246,211,151,171,171,221
9891,4,Shellder,100,Water,None,206,206,171,241,131,91,121
9891,5,Arbok,100,Poison,None,266,266,211,179,171,199,201
9892,0,Chansey,100,Normal,None,646,646,51,51,111,251,141
9892,1,Porygon,100,Normal,None,276,276,161,181,211,191,121
9892,2,Alakazam,100,Psychic,None,256,256,141,131,311,231,281
9892,3,Starmie,100,Water,Psychic,266,266,191,211,241,211,271
9892,4,Snorlax,100,Normal,None,466,466,261,171,171,261,101
9892,5,Nidoking,100,Poison,Ground,308,308,245,195,211,191,211
9893,0,Kadabra,100,Psychic,None,226,226,111,101,281,181,251
9893,1,Staryu,100,Water,None,206,206,131,151,181,151,211
9893,2,Slowpoke,100,Water,Psychic,326,326,171,171,121,121,71
9893,3,Hypno,100,Psychic,None,316,316,187,181,187,271,175
9893,4,Wigglytuff,100,Normal,Fairy,426,426,181,131,211,141,131
9893,5,Exeggutor,100,Grass,Psychic,336,336,231,211,291,171,151
9894,0,Alakazam,100,Psychic,None,256,256,141,131,311,231,281
9894,1,Ditto,100,Normal,None,242,242,137,137,137,137,137
9894,2,Gengar,100,Ghost,Poison,266,266,171,161,301,191,261
9894,3,Rapidash,100,Fire,None,276,276,241,181,201,201,251
9894,4,Lapras,100,Water,Ice,406,406,211,201,211,231,161
9894,5,Raichu,100,Electric,None,266,266,221,151,221,201,261
9895,0,Tentacruel,100,Water,Poison,306,306,181,171,201,281,241
9895,1,Ditto,100,Normal,None,242,242,137,137,137,137,137
9895,2,Gengar,100,Ghost,Poison,266,266,171,161,301,191,261
9895,3,Rapidash,100,Fire,None,276,276,241,181,201,201,251
9895,4,Kabutops,100,Rock,Water,266,266,271,251,171,181,201
9895,5,Electabuzz,100,Electric,None,276,276,207,155,231,211,251
9896,0,Kabutops,50,Rock,Water,138,138,138,128,88,93,103
9896,1,Magneton,50,Electric,Steel,128,128,83,118,143,93,93
9896,2,Fearow,50,Normal,Flying,143,143,113,88,84,84,123
9896,3,Hitmonchan,50,Fighting,None,128,128,128,102,58,133,99
9896,4,Poliwrath,50,Water,Fighting,168,168,118,118,93,113,93
9896,5,Lickitung,50,Normal,None,168,168,78,98,83,98,53
9897,0,Kabutops,50,Rock,Water,138,138,138,128,88,93,103
9897,1,Magneton,50,Electric,Steel,128,128,83,118,143,93,93
9897,2,Fearow,50,Normal,Flying,143,143,113,88,84,84,123
9897,3,Hitmonchan,50,Fighting,None,128,128,128,102,58,133,99
9897,4,Poliwrath,50,Water,Fighting,168,168,118,118,93,113,93
9897,5,Lickitung,50,Normal,None,168,168,78,98,83,98,53
9898,0,Forretress,100,Bug,Steel,296,296,221,321,161,161,121
9898,1,Persian,100,Normal,None,276,276,181,161,171,171,271
9898,2,Electrode,100,Electric,None,266,266,141,181,201,201,321
9898,3,Sneasel,100,Dark,Ice,256,256,231,151,111,191,271
9898,4,Crobat,100,Poison,Flying,316,316,221,201,181,201,301
9898,5,Ninetales,100,Fire,None,292,292,193,191,203,241,241
9899,0,Starmie,100,Water,Psychic,266,266,191,211,241,211,271
9899,1,Umbreon,100,Dark,None,336,336,171,261,161,301,171
9899,2,Misdreavus,100,Ghost,None,266,266,161,161,211,211,211
9899,3,Stantler,100,Normal,None,292,292,231,165,211,171,211
9899,4,Crobat,100,Poison,Flying,316,316,221,201,181,201,301
9899,5,Electrode,100,Electric,None,266,266,141,181,201,201,321
9900,0,Magneton,40,Electric,Steel,104,104,67,95,115,75,75
9900,1,Electrode,40,Electric,None,112,112,59,75,83,83,131
9900,2,Magnemite,39,Electric,Steel,82,82,46,73,93,61,54
9901,0,Electrode,37,Electric,None,104,104,55,70,77,77,121
9901,1,Electrode,37,Electric,None,104,104,55,70,77,77,121
9902,0,Magneton,40,Electric,Steel,104,104,67,95,115,75,75
9902,1,Electrode,42,Electric,None,117,117,62,78,87,87,137
9902,2,Ampharos,41,Electric,None,139,139,81,89,114,93,64
9903,0,Electrike,39,Electric,None,94,94,54,50,69,50,69
9903,1,Magnemite,37,Electric,Steel,78,78,44,70,88,59,51
9903,2,Chinchou,38,Water,Electric,118,118,47,47,61,61,69
9904,0,Delibird,47,Ice,Flying,116,116,73,64,83,64,92
9904,1,Clamperl,45,Water,None,102,102,78,97,87,70,50
9904,2,Dustox,45,Bug,Poison,125,125,66,84,66,102,79
9904,3,Magcargo,45,Fire,Rock,116,116,66,129,93,93,48
9905,0,Igglybuff,17,Normal,Fairy,63,63,21,16,24,17,16
9905,1,Electrike,17,Electric,None,46,46,26,24,33,24,33
9906,0,Voltorb,38,Electric,None,92,92,41,56,60,60,94
9906,1,Voltorb,38,Electric,None,92,92,41,56,60,60,94
9907,0,Magnemite,38,Electric,Steel,80,80,45,71,90,60,52
9907,1,Electrode,39,Electric,None,109,109,58,73,81,81,128
9907,2,Magneton,39,Electric,Steel,102,102,65,93,112,73,73
9908,0,Masquerain,51,Bug,Flying,150,150,84,86,104,107,84
